year,mo,dy,hr,wdir,wspd,t_dry
1983,06,26,03,310,18,39.7
1983,06,26,09,310,13,35.2
1983,06,26,15,300,11,32.8
1983,06,26,21,300,13,35.3
1983,06,27,09,90,4,34.1
1983,06,28,21,,,40.6
1983,06,30,03,110,11,40.2
1983,07,01,09,90,13,36.8
1983,07,01,15,80,4,32.8
1983,07,01,21,100,9,
1983,07,02,09,80,7,36.2
1983,07,02,15,280,9,34.1
1983,07,02,21,330,9,39.7
1983,07,03,03,320,4,48.7
1983,07,03,09,90,9,
1983,07,04,06,110,4,47.8
1983,07,04,12,,,37.5
1983,07,06,15,,,49.2
1983,07,06,21,320,7,
1983,07,07,09,90,11,38.2
1983,07,08,15,290,2,50.3
1983,07,08,21,310,18,47.2
1983,07,09,21,100,9,48.1
1983,07,10,15,,,44.9
1983,07,10,18,,,58.4
1983,07,11,15,330,4,33.9
1983,07,12,09,90,11,36.6
1983,07,12,21,90,11,34.4
1983,07,13,09,90,20,36.8
1983,07,13,15,90,2,33.7
1983,07,14,03,80,11,
1983,07,15,15,310,4,36.8
1983,07,16,15,,,
1983,07,17,03,100,2,39.8
1983,07,17,15,80,2,36.4
1983,07,17,21,70,7,41.1
1983,07,18,03,90,9,45.4
1983,07,18,15,,,36.6
1983,07,19,15,,,35.3
1983,07,21,15,,,35.7
1983,07,21,21,60,4,56.9
1983,07,22,09,,,
1983,07,22,15,,,44.7
1983,07,24,09,80,9,59.3
1983,07,24,15,90,2,46.3
1983,07,24,21,60,7,56.6
1983,07,26,03,100,11,49.9
1983,07,26,09,90,11,38.9
1983,07,26,21,90,7,36.8
1983,07,27,09,100,7,37.9
1983,07,27,15,120,7,34.6
1983,07,28,21,90,11,43.8
1983,07,29,06,200,4,58.4
1983,07,29,21,,,51
1983,07,30,15,,,42.9
1983,07,30,21,250,4,49.2
1983,07,31,09,,,45.6
1983,08,01,03,310,7,59.5
1983,08,01,15,,,38
1983,08,02,15,90,7,41.8
1983,08,03,03,80,11,
1983,08,03,09,100,11,44.2
1983,08,03,15,90,7,41.3
1983,08,03,21,90,2,42
1983,08,05,09,,,43.3
1983,08,05,15,310,11,41.5
1983,08,05,21,310,11,35.7
1983,08,06,09,,,37.1
1983,08,06,21,,,37.3
1983,08,07,15,310,18,32.3
1983,08,08,09,280,7,32.5
1983,08,09,09,270,16,
1983,08,09,15,90,7,33.2
1983,08,10,09,,,37.1
1983,08,11,09,90,4,36.4
1983,08,12,03,80,9,40
1983,08,12,15,330,2,29.4
1983,08,13,15,70,7,37.9
1983,08,13,21,80,9,37.9
1983,08,14,03,70,11,
1983,08,15,09,90,2,36.4
1983,08,15,21,100,11,37.9
1983,08,16,09,120,7,39.7
1983,08,17,09,,,57.8
1983,08,17,15,70,7,54.4
1983,08,17,21,190,16,60.7
1983,08,18,15,300,9,43.1
1983,08,18,18,300,4,45.1
1983,08,18,21,340,4,48.8
1983,08,19,21,90,2,53.2
1983,08,20,21,340,25,51
1983,08,21,09,320,11,43.1
1983,08,21,15,310,9,36.6
1983,08,21,21,100,9,38
1983,08,22,03,320,11,38.9
1983,08,23,00,310,18,47.2
1983,08,23,15,270,7,31.4
1983,08,23,21,,,32.5
1983,08,24,03,70,9,40.4
1983,08,24,09,100,4,32.5
1983,08,24,15,90,9,29.4
1983,08,24,21,70,4,34.3
1983,08,25,09,,,49.6
1983,08,25,15,230,7,61.4
1983,08,25,21,310,7,60.2
1983,08,26,03,320,13,38.2
1983,08,26,09,330,4,38.2
1983,08,26,15,,,36.4
1983,08,26,21,310,13,34.8
1983,08,27,03,100,7,37.9
1983,08,27,09,80,4,34.6
1983,08,27,15,340,2,33.2
1983,08,27,21,240,18,49.2
1983,08,28,04,300,13,38.8
1983,08,28,09,320,7,35.3
1983,08,28,15,330,7,33.5
1983,08,28,21,310,9,31
1983,08,29,03,300,9,38.2
1983,08,29,15,,,33.2
1983,08,29,21,340,9,32.5
1983,09,01,15,300,18,36.4
1983,09,01,21,300,9,37.9
1983,09,02,09,300,18,33.9
1983,09,02,12,,,66.3
1983,09,02,21,300,18,31.9
1983,09,04,03,290,11,50.8
1983,09,04,09,340,13,35
1983,09,04,15,320,4,35
1983,09,04,21,80,4,35
1983,09,05,15,60,2,39.3
1983,09,05,21,260,4,47.2
1983,09,06,09,300,16,54.4
1983,09,06,15,290,20,42.9
1983,09,06,21,290,27,35.2
1983,09,07,03,310,22,38.8
1983,09,07,09,260,13,40.4
1983,09,07,15,260,4,42.7
1983,09,07,21,310,13,34.6
1983,09,08,03,310,11,34.1
1983,09,08,09,120,9,32.1
1983,09,08,15,,,31.4
1983,09,08,21,10,2,35.2
1983,09,09,09,310,18,24.7
1983,09,09,15,300,13,23.3
1983,09,09,21,290,16,28
1983,09,10,03,280,16,34.6
1983,09,10,09,290,4,29.2
1983,09,10,15,,,31.4
1983,09,10,21,270,7,35.2
1983,09,11,03,270,16,36.4
1983,09,11,15,280,9,33
1983,09,11,21,280,18,32.8
1983,09,12,03,310,18,30.7
1983,09,12,09,290,9,27.8
1983,09,12,15,300,2,27.4
1983,09,13,03,310,18,19.9
1983,09,13,09,310,18,18.1
1983,09,13,15,310,9,19.5
1983,09,13,21,290,2,21.3
1983,09,14,09,300,16,30.7
1983,09,14,15,300,9,30.5
1983,09,14,21,280,16,30.8
1983,09,15,03,320,20,31.6
1983,09,15,09,200,7,30.3
1983,09,15,15,300,4,22.6
1983,09,15,21,310,4,29.9
1983,09,16,03,240,16,42.4
1983,09,16,09,320,7,36.8
1983,09,16,15,330,7,31.2
1983,09,16,21,300,9,30.7
1983,09,17,03,280,7,32.5
1983,09,17,09,310,4,30.7
1983,09,17,15,140,2,29.4
1983,09,17,21,,,31
1983,09,18,03,100,9,33.4
1983,09,18,09,,,26.5
1983,09,18,15,200,2,22.6
1983,09,18,21,280,9,37.3
1983,09,19,03,60,4,43.6
1983,09,19,15,320,2,28
1983,09,19,21,40,2,37.7
1983,09,20,03,300,7,49.4
1983,09,20,09,,,35.3
1983,09,20,15,,,34.6
1983,09,20,21,320,16,34.8
1983,09,21,03,300,18,27.6
1983,09,21,09,300,7,21.7
1983,09,21,15,320,11,20
1983,09,21,21,330,9,24.5
1983,09,22,09,320,9,20.9
1983,09,22,15,300,11,20.4
1983,09,22,21,140,4,20.6
1983,09,23,03,80,9,25.4
1983,09,23,09,,,19.5
1983,09,23,15,,,18.2
1983,09,23,21,140,4,17.9
1983,09,24,03,110,7,19.5
1983,09,24,09,90,11,18.6
1983,09,24,15,100,4,16.8
1983,09,24,21,120,7,17.2
1983,09,25,03,90,9,24.4
1983,09,25,09,110,4,24
1983,09,25,15,,,21.3
1983,09,25,21,,,25.8
1983,09,26,03,70,2,33.5
1983,09,26,09,310,7,31.4
1983,09,26,15,310,7,28.7
1983,09,27,09,220,4,18.1
1983,09,27,21,80,11,43.6
1983,09,28,03,300,2,29.2
1983,09,28,09,,,26.7
1983,09,28,15,,,26.2
1983,09,28,21,,,35.3
1983,09,29,03,300,2,36.6
1983,09,29,09,300,18,27.1
1983,09,29,15,300,18,20
1983,09,30,09,300,27,12.3
1983,09,30,15,300,31,13.7
1983,09,30,21,310,31,14.5
1983,10,01,03,300,27,20.6
1983,10,01,21,290,27,19
1983,10,02,03,310,18,19.1
1983,10,02,09,300,4,15.7
1983,10,02,15,270,4,13.4
1983,10,02,21,210,2,13.7
1983,10,03,03,110,13,16.6
1983,10,03,09,90,9,13.4
1983,10,03,15,90,2,17.9
1983,10,03,21,280,7,19.5
1983,10,04,03,180,4,36.6
1983,10,04,09,140,9,33.5
1983,10,04,15,90,4,31
1983,10,04,21,90,4,30.5
1983,10,05,03,310,11,29.9
1983,10,05,09,300,20,29.8
1983,10,05,15,310,18,24.2
1983,10,05,21,300,18,21.1
1983,10,06,09,290,20,19.1
1983,10,06,15,290,4,19
1983,10,07,03,,,25.3
1983,10,07,09,260,2,12.8
1983,10,07,15,290,2,8.5
1983,10,07,21,80,2,12.1
1983,10,08,03,100,4,12.1
1983,10,08,09,260,2,12.8
1983,10,08,21,,,20.6
1983,10,09,00,40,9,47
1983,10,09,09,330,9,12.1
1983,10,09,15,310,11,12.5
1983,10,09,21,300,20,12.1
1983,10,10,03,310,16,17.3
1983,10,10,09,300,11,11.4
1983,10,10,15,320,16,7.6
1983,10,10,21,310,16,8
1983,10,11,09,320,7,4.9
1983,10,11,12,270,7,
1983,10,11,15,310,7,4.4
1983,10,11,21,340,4,7.1
1983,10,12,03,90,4,3.5
1983,10,12,09,90,4,2.4
1983,10,12,15,,,-5.9
1983,10,12,21,,,-0.8
1983,10,13,03,,,3.5
1983,10,13,09,,,-0.5
1983,10,13,15,,,-2.5
1983,10,13,21,80,4,9.4
1983,10,14,03,270,4,7.6
1983,10,14,09,,,4.2
1983,10,14,21,90,2,9.6
1983,10,15,03,290,4,14.3
1983,10,15,09,90,4,15
1983,10,15,15,,,13.4
1983,10,16,03,80,2,13.4
1983,10,16,21,140,7,13.7
1983,10,17,09,140,4,9.6
1983,10,17,21,90,7,7.8
1983,10,18,03,310,7,8.5
1983,10,18,06,,,6.7
1983,10,18,21,310,13,-2.5
1983,10,19,03,300,13,-3
1983,10,19,09,310,2,-7.7
1983,10,19,15,290,13,-4.1
1983,10,19,21,300,13,-7.7
1983,10,20,03,300,13,-10
1983,10,20,09,290,13,-10.2
1983,10,20,21,210,4,-8
1983,10,22,03,240,4,6.7
1983,10,22,09,,,0.4
1983,10,22,15,270,2,3.8
1983,10,22,21,,,9.6
1983,10,23,03,270,4,18.8
1983,10,23,09,300,7,20.4
1983,10,23,15,290,9,46.3
1983,10,23,21,310,9,22
1983,10,24,03,290,9,22.7
1983,10,24,09,90,2,18.4
1983,10,24,15,,,14.5
1983,10,24,21,,,6.9
1983,10,25,03,290,4,13
1983,10,25,15,,,4.7
1983,10,25,21,270,2,9.2
1983,10,26,00,280,2,
1983,10,26,06,,,42.2
1983,10,26,15,310,11,18.1
1983,10,26,21,290,13,12.8
1983,10,27,00,270,7,32.6
1983,10,27,03,310,18,15
1983,10,27,15,310,20,12.5
1983,10,27,21,290,16,15.5
1983,10,28,03,310,18,13.9
1983,10,28,09,300,20,7.8
1983,10,28,15,320,11,8.2
1983,10,28,21,320,9,5.1
1983,10,29,06,,,35.3
1983,10,29,09,310,11,6.7
1983,10,29,15,300,9,10.3
1983,10,29,21,310,11,7.4
1983,10,30,03,,,4.9
1983,10,30,09,170,2,8.7
1983,10,31,03,320,25,0.1
1983,10,31,09,320,25,2
1983,10,31,15,300,18,-13.6
1983,10,31,18,320,22,-4.6
1983,10,31,21,310,18,-3
1983,11,01,03,310,16,-3.9
1983,11,01,15,320,11,-5.3
1983,11,01,21,320,9,-4.3
1983,11,02,03,300,4,-5.5
1983,11,02,09,270,4,-5.3
1983,11,02,15,90,4,-10
1983,11,02,21,,,-9.7
1983,11,03,03,,,-7.1
1983,11,03,09,,,-5.3
1983,11,03,15,,,-0.8
1983,11,03,21,310,11,3.7
1983,11,04,03,300,16,7.1
1983,11,04,09,300,18,
1983,11,04,15,310,13,4
1983,11,04,21,310,9,5.5
1983,11,05,03,320,11,5.3
1983,11,05,09,310,7,2
1983,11,05,15,,,-3.7
1983,11,05,21,270,7,-1.6
1983,11,06,03,300,7,-0.8
1983,11,06,09,320,4,0.8
1983,11,06,15,310,7,2.6
1983,11,06,21,300,16,0.8
1983,11,07,03,290,20,9.6
1983,11,07,09,,,12.7
1983,11,08,03,,,13.4
1983,11,08,09,280,4,15.2
1983,11,08,15,310,13,19.5
1983,11,09,03,300,22,13
1983,11,10,03,330,4,1.5
1983,11,10,09,320,7,-1.4
1983,11,10,15,300,11,-3.9
1983,11,10,21,300,16,-2.1
1983,11,11,03,310,22,-1.7
1983,11,11,06,310,22,0.4
1983,11,11,09,310,22,0.4
1983,11,11,15,300,34,3.5
1983,11,11,21,300,34,3.1
1983,11,12,03,310,34,4.9
1983,11,12,09,300,31,3.3
1983,11,12,15,300,29,0.4
1983,11,12,21,300,22,2.2
1983,11,13,00,300,20,1.9
1983,11,13,09,300,22,1.1
1983,11,13,15,300,18,0.2
1983,11,13,21,320,9,-3.2
1983,11,14,03,320,9,-3.4
1983,11,14,09,320,9,-4.4
1983,11,14,15,140,4,-5.3
1983,11,14,21,90,4,-7
1983,11,15,03,100,7,-4.6
1983,11,15,09,110,4,-4.8
1983,11,15,15,,,-6.1
1983,11,15,21,130,4,-7.1
1983,11,16,03,320,2,-4.1
1983,11,16,15,330,7,-1.2
1983,11,16,21,,,-3.9
1983,11,17,03,270,2,-3.2
1983,11,17,15,270,2,-14.2
1983,11,17,21,,,-9.3
1983,11,18,03,320,7,-5.3
1983,11,18,09,310,9,
1983,11,18,15,320,9,-8.6
1983,11,18,21,310,13,-10
1983,11,19,03,320,16,-11.3
1983,11,19,09,310,11,-14.5
1983,11,19,15,320,4,-13.6
1983,11,19,21,310,16,-13.1
1983,11,20,03,320,11,-12.7
1983,11,20,15,310,11,-15.1
1983,11,21,09,320,20,-13.8
1983,11,21,15,320,20,-11.1
1983,11,21,21,290,13,-10.4
1983,11,22,03,310,11,-10.4
1983,11,22,15,320,11,-14.5
1983,11,22,21,310,13,-16
1983,11,23,03,320,13,-17
1983,11,23,09,310,9,-14.3
1983,11,23,15,290,7,-13.6
1983,11,23,21,280,4,-17.4
1983,11,24,03,300,4,-19.2
1983,11,24,09,300,7,-13.8
1983,11,24,15,280,4,-11.6
1983,11,25,03,,,-10.6
1983,11,25,09,,,-10.6
1983,11,25,15,300,2,-10
1983,11,25,21,310,4,
1983,11,26,03,270,2,-10.2
1983,11,26,09,,,-11.6
1983,11,26,15,30,2,-19.2
1983,11,26,21,,,-22.8
1983,11,27,03,,,-21.7
1983,11,27,09,310,2,-13.3
1983,11,27,15,270,4,-16.5
1983,11,27,21,,,-20.8
1983,11,28,03,,,-21
1983,11,28,09,,,-22.4
1983,11,28,21,,,-23.5
1983,11,29,03,,,-20.6
1983,11,29,09,,,-19.6
1983,11,30,03,270,4,-8.4
1983,11,30,09,300,7,-4.3
1983,11,30,15,290,7,-0.5
1983,11,30,21,280,9,5.6
1983,12,01,03,,,9.8
1983,12,01,09,270,7,2.6
1983,12,01,21,300,2,12.1
1983,12,02,00,320,2,11.9
1983,12,02,03,310,4,9.6
1983,12,02,09,280,2,9.4
1983,12,02,15,320,7,9.6
1983,12,02,21,310,9,9.6
1983,12,03,03,320,7,9.6
1983,12,03,09,80,11,3.8
1983,12,03,15,,,-1.4
1983,12,03,21,110,7,-6.4
1983,12,04,03,310,7,-15.4
1983,12,04,09,310,16,-5.9
1983,12,04,15,310,16,-2.5
1983,12,04,21,340,13,-7
1983,12,05,03,90,4,-12.4
1983,12,05,09,300,2,-21.9
1983,12,05,21,300,4,-16.7
1983,12,06,03,300,13,-13.8
1983,12,06,09,300,16,-7.5
1983,12,06,15,280,13,-3.5
1983,12,06,21,120,9,4.4
1983,12,07,03,,,8.9
1983,12,07,09,,,14.5
1983,12,07,21,310,9,12.8
1983,12,08,03,300,4,3.3
1983,12,08,09,,,-1.4
1983,12,08,15,,,4.9
1983,12,08,21,300,7,3.7
1983,12,09,03,320,7,-1.4
1983,12,09,09,290,4,-3.2
1983,12,09,15,310,9,-0.7
1983,12,09,21,300,9,0.1
1983,12,10,03,310,7,0.8
1983,12,10,09,300,11,2.9
1983,12,10,15,270,2,3.7
1983,12,10,21,90,7,0.8
1983,12,11,09,,,-4.8
1983,12,11,21,,,-21.4
1983,12,12,03,,,-20.5
1983,12,12,09,,,-18.5
1983,12,12,15,100,2,-20.1
1983,12,12,21,70,7,-13.1
1983,12,13,03,100,2,-14.2
1983,12,13,09,,,-13.8
1983,12,13,15,100,4,-12.5
1983,12,13,21,,,-18.5
1983,12,14,03,,,-20.5
1983,12,14,09,,,-16.9
1983,12,14,15,,,-10.9
1983,12,14,21,,,-15.6
1983,12,15,03,,,-20.8
1983,12,15,15,,,-15.8
1983,12,15,21,80,11,-20.3
1983,12,16,03,70,9,-9.3
1983,12,16,09,80,4,-11.6
1983,12,16,15,,,-14.9
1983,12,16,21,,,-4.6
1983,12,17,03,,,0.1
1983,12,17,09,,,6.7
1983,12,17,15,310,7,-2.8
1983,12,17,21,,,-2.8
1983,12,18,03,,,-6.1
1983,12,18,09,,,-11.1
1983,12,18,15,,,-3.7
1983,12,18,21,90,2,-1.7
1983,12,19,03,90,2,6
1983,12,19,09,120,13,24.7
1983,12,19,15,140,11,26.9
1983,12,19,21,90,11,28
1983,12,20,03,110,20,25.3
1983,12,20,09,200,11,29.8
1983,12,20,15,300,4,23.6
1983,12,20,21,310,7,
1983,12,21,03,320,9,11.2
1983,12,21,09,70,4,11
1983,12,21,15,70,4,12.7
1983,12,21,21,140,20,32.8
1983,12,22,09,60,2,32.5
1983,12,22,15,180,7,29.6
1983,12,22,21,240,2,23.1
1983,12,23,09,,,22.7
1983,12,23,15,,,51.7
1983,12,23,21,,,1.7
1983,12,24,09,270,20,22.7
1983,12,24,15,140,11,22.9
1983,12,24,21,180,16,30.3
1983,12,25,03,190,16,33.2
1983,12,25,09,200,22,28.9
1983,12,25,15,180,7,29.6
1983,12,25,21,,,23.5
1983,12,26,03,,,26.3
1983,12,26,09,170,7,31.7
1983,12,26,15,180,7,32.3
1983,12,26,21,200,13,30.8
1983,12,27,03,220,11,33.2
1983,12,27,09,240,27,33.9
1983,12,27,15,220,25,31.6
1983,12,27,21,310,11,14.5
1983,12,28,03,320,11,7.1
1983,12,28,09,330,4,3.8
1983,12,28,15,310,7,1.3
1983,12,29,03,110,7,-3.9
1983,12,29,09,320,7,-5.5
1983,12,29,15,310,4,-9.5
1983,12,29,21,250,4,-15.6
1983,12,30,03,310,7,-14.3
1983,12,30,09,300,13,-16
1983,12,30,15,310,16,-21.7
1983,12,30,21,290,4,-23.7
1983,12,31,03,300,9,-18.8
1983,12,31,09,300,11,-16.3
1983,12,31,21,300,9,-21.9
1984,01,01,03,240,2,-27.5
1984,01,01,09,270,2,
1984,01,01,15,,,-30.4
1984,01,01,21,320,4,-28.9
1984,01,02,03,,,-29.1
1984,01,02,09,,,-25.7
1984,01,02,15,320,13,-21.4
1984,01,03,03,300,25,-16.7
1984,01,03,09,300,27,-19.6
1984,01,03,15,300,27,-15.6
1984,01,03,21,300,22,-12.9
1984,01,04,03,300,31,-4.6
1984,01,04,09,320,29,-7
1984,01,04,15,310,31,-12
1984,01,04,21,310,25,-13.1
1984,01,05,03,310,18,-14.2
1984,01,05,09,310,20,-9.7
1984,01,05,15,310,20,-14.7
1984,01,05,21,310,20,-14.5
1984,01,06,03,310,18,-13.4
1984,01,06,09,300,9,-11.6
1984,01,06,15,,,-23.9
1984,01,06,21,,,-23.9
1984,01,07,03,,,-25.5
1984,01,07,09,,,-26.6
1984,01,07,15,,,-24.8
1984,01,07,21,,,-30.2
1984,01,08,03,,,-20.3
1984,01,08,09,100,4,-14.5
1984,01,08,15,,,-12.5
1984,01,08,21,320,2,-12.7
1984,01,09,03,280,4,-14.2
1984,01,09,09,,,-15.8
1984,01,09,15,320,2,-16.9
1984,01,09,21,,,-14
1984,01,10,03,290,9,-7.9
1984,01,10,09,320,4,-3.7
1984,01,10,15,290,4,-0.3
1984,01,10,21,280,2,0.2
1984,01,11,03,320,4,3.3
1984,01,11,09,300,9,3.7
1984,01,12,03,290,2,-2.1
1984,01,12,09,130,4,-6.6
1984,01,12,15,,,-7.1
1984,01,12,21,80,2,-8.2
1984,01,13,03,,,-7.3
1984,01,13,09,250,4,-7.9
1984,01,13,15,,,-11.8
1984,01,13,21,,,-22.1
1984,01,14,03,80,18,-11.6
1984,01,14,09,80,9,7.1
1984,01,14,15,70,9,4
1984,01,14,21,310,4,11
1984,01,15,09,,,0.4
1984,01,15,15,310,4,-0.5
1984,01,15,21,90,7,-5.9
1984,01,16,03,110,11,-1.4
1984,01,16,09,90,7,3.5
1984,01,16,15,130,13,17.2
1984,01,16,21,170,7,17.9
1984,01,17,03,180,4,29.8
1984,01,17,15,310,18,14.1
1984,01,17,21,310,11,4.9
1984,01,18,09,330,2,-0.1
1984,01,18,15,,,-1.2
1984,01,18,21,,,-10
1984,01,19,03,,,-9.3
1984,01,19,09,50,2,-8.6
1984,01,19,15,260,4,-9.8
1984,01,19,21,,,1.1
1984,01,20,03,,,7.8
1984,01,20,09,310,9,9.4
1984,01,20,15,310,20,9.2
1984,01,20,21,330,2,3.5
1984,01,21,03,10,4,1.1
1984,01,21,09,,,-5.3
1984,01,21,15,,,-2.8
1984,01,21,21,270,4,-6.4
1984,01,22,03,310,4,-3.4
1984,01,22,09,280,4,4.7
1984,01,22,15,310,16,2.2
1984,01,22,21,320,22,-2.1
1984,01,23,03,330,13,1.9
1984,01,23,09,290,13,4.6
1984,01,23,15,320,18,3.8
1984,01,23,21,320,18,1.9
1984,01,24,03,310,18,-0.3
1984,01,24,09,300,20,0.6
1984,01,24,15,300,22,3.1
1984,01,24,21,290,22,6.7
1984,01,25,03,300,20,4.6
1984,01,25,09,300,22,-1.7
1984,01,25,21,300,22,1
1984,01,26,03,300,18,3.8
1984,01,26,09,310,16,0.1
1984,01,26,15,310,22,-3.5
1984,01,26,21,310,27,-5.2
1984,01,27,03,320,20,-7.1
1984,01,27,09,310,13,-5.7
1984,01,27,15,310,16,-8.9
1984,01,27,21,310,11,-11.1
1984,01,28,03,320,7,-15.6
1984,01,28,09,280,2,-15.8
1984,01,28,15,,,-15.6
1984,01,28,21,310,11,-9.7
1984,01,29,03,320,18,-9.7
1984,01,29,09,310,13,-10.7
1984,01,29,15,290,9,-15.8
1984,01,29,21,310,13,-10.6
1984,01,30,03,290,9,-13.4
1984,01,30,09,300,9,-13.6
1984,01,30,15,290,13,-7.9
1984,01,30,21,310,7,-12.5
1984,01,31,03,310,16,-12.7
1984,01,31,09,320,9,-12.5
1984,01,31,15,320,7,-14.9
1984,01,31,21,270,2,-16.9
1984,02,01,03,,,-20.3
1984,02,01,09,,,-25.1
1984,02,01,15,240,2,-25.5
1984,02,01,21,250,4,-24.2
1984,02,02,03,280,2,-23.7
1984,02,02,09,,,-22.1
1984,02,02,15,,,-23.9
1984,02,02,21,300,9,-17.2
1984,02,03,03,290,9,-17.4
1984,02,03,15,270,4,-29.5
1984,02,03,21,,,-23.5
1984,02,04,09,30,4,-19.7
1984,02,04,15,300,9,-14.9
1984,02,04,21,290,16,-15.2
1984,02,05,03,320,20,-11.6
1984,02,05,09,300,20,-10.2
1984,02,05,15,310,20,-12.2
1984,02,05,21,310,13,-9.7
1984,02,06,03,300,20,-6.4
1984,02,06,09,290,20,-8.6
1984,02,06,15,290,13,-10.7
1984,02,06,21,300,18,-11.3
1984,02,07,03,300,20,-7.5
1984,02,07,15,310,20,-1.7
1984,02,07,21,290,20,-1
1984,02,08,03,320,22,-7.9
1984,02,08,09,300,18,-10.2
1984,02,08,15,300,13,-10.9
1984,02,08,21,310,13,-11.6
1984,02,09,03,300,9,-7.5
1984,02,09,09,310,13,-7.1
1984,02,09,15,300,7,-4.1
1984,02,09,21,300,13,-2.8
1984,02,10,03,300,16,-9.1
1984,02,10,09,300,2,-19.9
1984,02,10,15,300,11,-10.6
1984,02,11,03,320,11,-11.3
1984,02,11,09,320,11,-11.6
1984,02,11,15,320,18,-10.9
1984,02,11,21,310,22,-4.3
1984,02,12,03,300,11,-7.7
1984,02,12,09,320,7,-7.1
1984,02,12,15,290,4,-16
1984,02,12,21,280,4,-21
1984,02,13,03,300,18,-21.7
1984,02,13,09,320,22,-19.7
1984,02,13,15,320,13,-16.3
1984,02,13,21,320,16,-15.4
1984,02,14,03,320,11,-17.6
1984,02,14,09,310,13,-17.8
1984,02,14,15,310,13,-21.2
1984,02,14,21,300,13,-21.5
1984,02,15,03,280,9,-25.1
1984,02,15,09,,,-30
1984,02,15,15,,,-29.6
1984,02,15,21,,,-34
1984,02,16,03,,,-33.6
1984,02,16,09,,,-33.6
1984,02,16,15,270,2,-35
1984,02,16,21,260,2,-35.6
1984,02,17,03,,,-31.4
1984,02,17,09,,,-35
1984,02,17,15,270,2,-33.4
1984,02,17,21,270,7,-22.3
1984,02,18,03,300,16,-18.3
1984,02,18,09,310,16,-19.4
1984,02,18,15,310,13,-26
1984,02,18,21,280,4,-28.4
1984,02,19,03,,,-30.2
1984,02,19,09,,,-33.8
1984,02,19,15,,,-34
1984,02,19,21,290,4,-37.4
1984,02,20,03,,,-32.7
1984,02,20,09,,,-34.3
1984,02,20,15,,,-30
1984,02,20,21,,,-30.7
1984,02,21,09,,,-25.9
1984,02,21,15,,,-27.3
1984,02,21,21,300,13,-19
1984,02,22,03,280,13,-13.4
1984,02,22,09,310,20,-13.4
1984,02,22,15,310,22,-14
1984,02,22,21,310,22,-15.6
1984,02,23,21,290,13,-17.4
1984,02,24,15,280,4,-23.9
1984,02,24,21,250,4,-22.8
1984,02,25,03,310,9,-20.8
1984,02,25,09,,,-24.2
1984,02,25,15,270,7,-22.3
1984,02,25,21,240,4,-28.2
1984,02,26,03,,,-27.5
1984,02,26,09,,,-28.4
1984,02,26,15,,,-27.3
1984,02,26,21,,,-28.7
1984,02,27,03,260,4,-26
1984,02,27,09,,,-31.6
1984,02,27,15,,,-28
1984,02,28,03,270,2,-22.1
1984,02,28,09,,,-22.6
1984,02,28,15,,,-24.4
1984,02,28,21,80,2,-22.8
1984,02,29,03,,,
1984,02,29,09,,,-18.5
1984,02,29,15,,,-19.4
1984,03,01,03,,,-12.4
1984,03,01,09,,,-18.5
1984,03,01,15,,,-11.8
1984,03,01,21,240,4,-9.3
1984,03,02,03,260,4,-9.8
1984,03,02,09,300,16,-4.8
1984,03,02,15,300,20,-7.5
1984,03,02,21,300,18,-12.7
1984,03,03,03,310,18,-13.1
1984,03,03,09,310,18,-15.2
1984,03,03,15,310,16,-19.2
1984,03,03,21,310,16,-19.7
1984,03,04,03,310,11,-19.6
1984,03,04,09,300,11,-21.5
1984,03,04,15,310,9,-21.2
1984,03,04,21,300,4,-22.4
1984,03,05,03,280,2,-20.8
1984,03,05,09,,,-25.5
1984,03,05,15,,,-29.1
1984,03,05,21,,,-21.9
1984,03,06,03,100,4,-17.6
1984,03,06,09,,,-21.7
1984,03,06,15,,,-18.1
1984,03,06,21,,,-20.3
1984,03,07,03,,,-10.9
1984,03,07,09,,,-10
1984,03,07,15,310,7,-13.4
1984,03,07,21,290,2,-11.1
1984,03,08,03,320,7,-8.9
1984,03,08,09,310,4,-8
1984,03,08,15,90,7,-7.7
1984,03,08,21,70,4,-7.9
1984,03,09,03,90,7,-7.9
1984,03,09,09,130,4,-12.7
1984,03,09,15,90,7,-11.8
1984,03,09,21,,,-7.9
1984,03,10,03,,,-1.7
1984,03,10,09,320,4,-3
1984,03,10,15,,,-2.1
1984,03,10,21,80,4,-1.7
1984,03,11,03,90,9,1.5
1984,03,11,09,270,4,-1.4
1984,03,11,12,220,2,10.7
1984,03,11,15,310,4,4
1984,03,11,21,340,4,8.5
1984,03,12,03,,,14.5
1984,03,12,09,310,9,12.5
1984,03,12,15,320,2,13.4
1984,03,12,21,230,2,11.8
1984,03,13,15,270,4,12.8
1984,03,13,21,,,11.2
1984,03,14,03,290,2,11.4
1984,03,14,09,290,2,3.5
1984,03,14,15,280,4,1.5
1984,03,14,21,310,4,
1984,03,15,03,310,7,9.4
1984,03,15,09,300,16,4.2
1984,03,15,21,310,18,-2.6
1984,03,16,09,310,13,-9.1
1984,03,16,15,300,16,-3.9
1984,03,16,21,310,18,-2.8
1984,03,17,03,300,9,-4.6
1984,03,17,09,310,4,-8.4
1984,03,17,15,280,4,-12.5
1984,03,17,21,280,7,-8.6
1984,03,18,03,270,4,-3.2
1984,03,18,06,220,4,
1984,03,18,09,,,-12.2
1984,03,18,15,,,-12.5
1984,03,18,21,,,-8.9
